...1,item_number,description,category,item_link
233,atl019,Atlantis Lobster Guardian,Atlantis,https://bricklink.com/v2/catalog/catalogitem.page?M=atl019
234,atl003,Atlantis Manta Warrior,Atlantis,https://bricklink.com/v2/catalog/catalogitem.page?M=atl003
235,atl013,Atlantis Portal Emperor,Atlantis,https://bricklink.com/v2/catalog/catalogitem.page?M=atl013
236,atl004,Atlantis Shark Warrior,Atlantis,https://bricklink.com/v2/catalog/catalogitem.page?M=atl004
237,atl007,Atlantis Squid Warrior,Atlantis,https://bricklink.com/v2/catalog/catalogitem.page?M=atl007
238,gen031,"Skeleton with Standard Skull, Black Aquaraiders II Helmet",Atlantis,https://bricklink.com/v2/catalog/catalogitem.page?M=gen031
239,atl020,Statue - Atlantis Temple (Poseidon),Atlantis,https://bricklink.com/v2/catalog/catalogitem.page?M=atl020
240,ava001,Aang,Avatar,https://bricklink.com/v2/catalog/catalogitem.page?M=ava001
241,ava004,Fire Nation Soldier,Avatar,https://bricklink.com/v2/catalog/catalogitem.page?M=ava004
242,ava003,Firebender,Avatar,https://bricklink.com/v2/catalog/catalogitem.page?M=ava003
243,ava007,Katara,Avatar,https://bricklink.com/v2/catalog/catalogitem.page?M=ava007
244,ava006,Prince Zuko,Avatar,https://bricklink.com/v2/catalog/catalogitem.page?M=ava006
245,ava002,Sokka,Avatar,https://bricklink.com/v2/catalog/catalogitem.page?M=ava002
246,btf002,"Doc Brown - Long Hair, Yellow Coat",Back to the Future,https://bricklink.com/v2/catalog/catalogitem.page?M=btf002
247,btf001,"Marty McFly - Red Vest with Pockets, Dark Bluish Gray Arms",Back to the Future,https://bricklink.com/v2/catalog/catalogitem.page?M=btf001
248,4224c01,Basic Figure Finger Puppet Female (bfp001),Basic,https://bricklink.com/v2/catalog/catalogitem.page?M=4224c01
249,4224c02,Basic Figure Finger Puppet Male (bfp002),Basic,https://bricklink.com/v2/catalog/catalogitem.page?M=4224c02
250,fab13a,"Basic Figure Human Boy Blue, Black Legs, Brown Hair",Basic,https://bricklink.com/v2/catalog/catalogitem.page?M=fab13a
251,fab13d,"Basic Figure Human Girl Blue, White Legs, Black Hair",Basic,https://bricklink.com/v2/catalog/catalogitem.page?M=fab13d
252,fab13b,"Basic Figure Human, Black Legs, Black Hat",Basic,https://bricklink.com/v2/catalog/catalogitem.page?M=fab13b
253,fab13c,"Basic Figure Human, Black Legs, White Hat",Basic,https://bricklink.com/v2/catalog/catalogitem.page?M=fab13c
254,bat014,"Alfred Pennyworth, the Butler - Bow Tie",Batman I,https://bricklink.com/v2/catalog/catalogitem.page?M=bat014
255,bat019,"Arkham Asylum Guard, Light Brown Head, Black Cap",Batman I,https://bricklink.com/v2/catalog/catalogitem.page?M=bat019
256,bat020,"Arkham Asylum Guard, Light Nougat Head, Black Cap",Batman I,https://bricklink.com/v2/catalog/catalogitem.page?M=bat020
257,bat021,Bane,Batman I,https://bricklink.com/v2/catalog/catalogitem.page?M=bat021
258,bat002,"Batman, Black Suit",Batman I,https://bricklink.com/v2/catalog/catalogitem.page?M=bat002
259,bat024,"Batman, Dark Bluish Gray Suit with Black Mask",Batman I,https://bricklink.com/v2/catalog/catalogitem.page?M=bat024
260,bat001,"Batman, Light Bluish Gray Suit with Black Mask",Batman I,https://bricklink.com/v2/catalog/catalogitem.page?M=bat001
261,bat022,"Batman, Light Bluish Gray Suit with Dark Blue Mask",Batman I,https://bricklink.com/v2/catalog/catalogitem.page?M=bat022
262,bat013,Bruce Wayne - Dark Blue Suit,Batman I,https://bricklink.com/v2/catalog/catalogitem.page?M=bat013
263,bat003,Catwoman,Batman I,https://bricklink.com/v2/catalog/catalogitem.page?M=bat003
264,bat026,Harley Quinn - White Hands,Batman I,https://bricklink.com/v2/catalog/catalogitem.page?M=bat026
265,bat008,Killer Croc,Batman I,https://bricklink.com/v2/catalog/catalogitem.page?M=bat008
266,bat011c01,Mr. Freeze,Batman I,https://bricklink.com/v2/catalog/catalogitem.page?M=bat011c01
267,bat012,Mr. Freeze's Henchman,Batman I,https://bricklink.com/v2/catalog/catalogitem.page?M=bat012
268,bat011i,"Mr. Freeze, Blue",Batman I,https://bricklink.com/v2/catalog/catalogitem.page?M=bat011i
269,bat015,Nightwing - Blue Arms and Chest Symbol,Batman I,https://bricklink.com/v2/catalog/catalogitem.page?M=bat015
270,bat018,Poison Ivy,Batman I,https://bricklink.com/v2/catalog/catalogitem.page?M=bat018
271,bat009,Robin,Batman I,https://bricklink.com/v2/catalog/catalogitem.page?M=bat009
272,bat025,Robin - Short Hair,Batman I,https://bricklink.com/v2/catalog/catalogitem.page?M=bat025
273,bat016,"Scarecrow, Glow in the Dark Head",Batman I,https://bricklink.com/v2/catalog/catalogitem.page?M=bat016
274,bat005,The Joker,Batman I,https://bricklink.com/v2/catalog/catalogitem.page?M=bat005
275,bat007,The Joker's Henchman,Batman I,https://bricklink.com/v2/catalog/catalogitem.page?M=bat007
276,bat010,"The Penguin, Dark Purple Short Legs",Batman I,https://bricklink.com/v2/catalog/catalogitem.page?M=bat010
277,bat017,The Riddler,Batman I,https://bricklink.com/v2/catalog/catalogitem.page?M=bat017
278,bat023,The Riddler with Complete Jet Pack,Batman I,https://bricklink.com/v2/catalog/catalogitem.page?M=bat023
279,bat004,Two-Face with Black Stripe Hips,Batman I,https://bricklink.com/v2/catalog/catalogitem.page?M=bat004
280,bat004a,Two-Face with Plain White Hips,Batman I,https://bricklink.com/v2/catalog/catalogitem.page?M=bat004a
281,bat006,Two-Face's Henchman,Batman I,https://bricklink.com/v2/catalog/catalogitem.page?M=bat006
282,belvfemale17a,Belville,Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfemale17a
283,belvfemale24a,Belville,Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfemale24a
284,belvbaby04,Belville Baby Boy - Bear Pattern,Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvbaby04
285,belvbaby04a,"Belville Baby Boy - Bear Pattern, Baby Bib",Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvbaby04a
286,belvbaby03,Belville Baby Boy - Duck Pattern,Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvbaby03
287,belvbaby03a,"Belville Baby Boy - Duck Pattern, Baby Bib",Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvbaby03a
288,belvbaby05,Belville Baby Boy - Plain,Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvbaby05
289,belvbaby06,Belville Baby in Pink Clothes with Leafy Collar Pattern,Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvbaby06
290,belvbaby01,Belville Baby Prince Charming,Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvbaby01
291,belvbaby02,Belville Baby Princess,Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvbaby02
292,belvbaby07b,"Belville Baby Princess, Baby Bib",Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvbaby07b
293,belvbaby07a,"Belville Baby Princess, Pink Skirt",Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvbaby07a
294,belvbaby07,"Belville Baby Princess, Plain",Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvbaby07
295,belvbaby02a,"Belville Baby Princess, Skirt",Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvbaby02a
296,belvfairy08,Belville Fairy - Bright Pink with Stars Pattern,Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfairy08
297,belvfairy08a,Belville Fairy - Bright Pink with Stars Pattern - With Skirt/Wings,Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfairy08a
298,belvfairy04,Belville Fairy - Dark Pink with Stars Pattern (Millimy),Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfairy04
299,belvfairy04a,Belville Fairy - Dark Pink with Stars Pattern (Millimy) - With Wings and Bow,Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfairy04a
300,belvfairy09,Belville Fairy - Light Yellow with Moon Pattern (Millimy),Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfairy09
301,belvfairy09a,Belville Fairy - Light Yellow with Moon Pattern (Millimy) - With Wings and Bow,Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfairy09a
302,belvfairy05,Belville Fairy - Light Yellow with Stars Pattern (Millimy),Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfairy05
303,belvfairy05a,Belville Fairy - Light Yellow with Stars Pattern (Millimy) - With Wings and Bow,Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfairy05a
304,belvfairy03,Belville Fairy - Medium Blue with Moon Pattern (Millimy),Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfairy03
305,belvfairy03a,Belville Fairy - Medium Blue with Moon Pattern (Millimy) - With Wings and Bow,Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfairy03a
306,belvfairy02,Belville Fairy - Medium Green with Stars Pattern (Millimy),Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfairy02
307,belvfairy02a,Belville Fairy - Medium Green with Stars Pattern (Millimy) - With Wings and Bow,Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfairy02a
308,belvfairy01,Belville Fairy - Pink with Moon Pattern (Millimy),Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfairy01
309,belvfairy01a,Belville Fairy - Pink with Moon Pattern (Millimy) - With Wings and Bow,Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfairy01a
310,belvfairy10,Belville Fairy - Pink with Stars Pattern,Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfairy10
311,belvfairy07,Belville Fairy - White with Flowers and Crown Pattern (Thumbelina),Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfairy07
312,belvfairy07a,Belville Fairy - White with Flowers and Crown Pattern (Thumbelina) - With Wings and Bow,Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfairy07a
313,belvfairy06,Belville Fairy - White with Flowers Pattern (Millimy),Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfairy06
314,belvfairy06a,Belville Fairy - White with Flowers Pattern (Millimy) - With Wings and Bow,Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfairy06a
315,belvfemale47,"Belville Female (Iris/Victoria) - Blue Top with Check Pattern Pocket with Mouse, Brown Hair",Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfemale47
316,belvfemale34,"Belville Female - Blue Pants, Pink Shirt with Blue Scarf Pattern, Brown Hair",Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfemale34
317,belvfemale19,"Belville Female - Blue Shorts, White Shirt with Butterflies Pattern, Light Yellow Hair",Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfemale19
318,belvfemale47a,"Belville Female - Blue Top with Check Pattern Pocket with Mouse, Brown Hair, with Skirt, Headband",Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfemale47a
319,belvfemale48,"Belville Female - Bright Light Blue Swimsuit with Yellow and Magenta Stars, Light Yellow Hair w/ Dark Pink Streaks",Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfemale48
320,belvfemale48a,"Belville Female - Bright Light Blue Swimsuit with Yellow and Magenta Stars, Skirt Short",Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfemale48a
321,belvfemale27,Belville Female - Cherrie Blossom Pink Sleeveless Top,Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfemale27
322,belvfemale27a,Belville Female - Cherrie Blossom Pink Sleeveless Top with Skirt and Wings,Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfemale27a
323,belvfemale68,"Belville Female - Dark Pink Horse Head Top, Pink Shorts, Black Boots, Black Hair",Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfemale68
324,belvfemale68a,"Belville Female - Dark Pink Horse Head Top, Pink Shorts, Black Boots, Black Hair, Helmet",Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfemale68a
325,belvfemale22,"Belville Female - Dark Pink Shorts, Pink Shirt, Light Yellow Hair",Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfemale22
326,belvfemale03,Belville Female - Dark Pink Swimsuit and Brown Hair,Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfemale03
327,belvfemale70,"Belville Female - Dark Pink Top with Shell decoration at neckline, Pink Shorts, Black Hair",Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfemale70
328,belvfemale70a,"Belville Female - Dark Pink Top with Shell decoration at neckline, Pink Shorts, Black Hair, Hat Wide Brim",Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfemale70a
329,belvfemale62,Belville Female - Girl with Black Ponytail and Orange Shirt,Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfemale62
330,belvfemale62a,Belville Female - Girl with Black Ponytail and Orange Shirt with Tan Pants & Black Riding Helmet,Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfemale62a
331,belvfemale75a,"Belville Female - Girl with Bright Pink Top with Fur and Bow Detail, Dark Pink Shoes and Long Black Hair, Skirt Long, Crown",Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfemale75a
332,belvfemale75,"Belville Female - Girl with Bright Pink Top with Fur and Bow Detail, Gold Horseshoe Brooch, Dark Pink Shoes and Long Black Hair",Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfemale75
333,belvfemale72,"Belville Female - Girl with Bright Pink Top, Magenta Shoes and Long Black Hair",Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfemale72
334,belvfemale72a,"Belville Female - Girl with Bright Pink Top, Magenta Shoes and Long Black Hair, Dress, Crown",Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfemale72a
335,belvfemale71,"Belville Female - Girl with Bright Pink Top, Magenta Shoes and Long Light Yellow Hair",Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfemale71
336,belvfemale71a,"Belville Female - Girl with Bright Pink Top, Magenta Shoes and Long Light Yellow Hair, Dress with Snowflake Pattern, Crown",Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfemale71a
337,belvfemale71b,"Belville Female - Girl with Bright Pink Top, Magenta Shoes and Long Light Yellow Hair, Dress, Crown",Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfemale71b
338,belvfemale63,Belville Female - Girl with Brown Hair and Pink Shirt,Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfemale63
339,belvfemale63a,Belville Female - Girl with Brown Hair and Pink Shirt with White Pants & Black Riding Helmet,Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfemale63a
340,belvfemale53,"Belville Female - Girl with Dark Pink Swimsuit with Starfish and Shells Pattern, Light Yellow Hair Braided",Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfemale53
341,belvfemale53a,"Belville Female - Girl with Dark Pink Swimsuit with Starfish and Shells Pattern, Light Yellow Hair Braided, Skirt, Headband, Bows",Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfemale53a
342,belvfemale73,"Belville Female - Girl with Dark Pink Top with White Trim and Sleeves, White Shorts, Light Yellow Hair",Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfemale73
343,belvfemale73a,"Belville Female - Girl with Dark Pink Top with White Trim and Sleeves, White Shorts, Light Yellow Hair, Headband and Bows",Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfemale73a
344,belvfemale74,"Belville Female - Girl with Dark Purple Top, Magenta Shoes and Long Light Yellow Hair",Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfemale74
345,belvfemale74a,"Belville Female - Girl with Dark Purple Top, Magenta Shoes and Long Light Yellow Hair, Skirt, Scarf, Crown",Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfemale74a
346,belvfemale76a,"Belville Female - Girl with Light Blue Top with Fur Detail, Dark Pink Shoes and Long Light Yellow Hair, Skirt Long, Crown",Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfemale76a
347,belvfemale76,"Belville Female - Girl with Light Blue Top with Fur Detail, Silver Horseshoe Necklace, Dark Pink Shoes and Long Light Yellow Hair",Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfemale76
348,belvfemale59,"Belville Female - Horse Rider, Blue Shorts, White Shirt with Apples Pattern, Light Yellow Hair #5854",Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfemale59
349,belvfemale59a,"Belville Female - Horse Rider, Blue Shorts, White Shirt with Apples Pattern, Light Yellow Hair, Riding Hat",Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfemale59a
350,belvfemale78,"Belville Female - Horse Rider, White Shorts, Black Shirt with Gold Buttons and Collar, Black Boots, Dark Orange Ponytail",Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfemale78
351,belvfemale78a,"Belville Female - Horse Rider, White Shorts, Black Shirt with Gold Buttons and Collar, Black Boots, Dark Orange Ponytail, Riding Hat",Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfemale78a
352,belvfemale37,"Belville Female - Horse Rider, White Shorts, Red Shirt, Brown Hair",Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfemale37
353,belvfemale37a,"Belville Female - Horse Rider, White Shorts, Red Shirt, Brown Hair, Bow",Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfemale37a
354,belvfemale16,"Belville Female - Horse Rider, White Shorts, Red Shirt, Light Yellow Hair",Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfemale16
355,belvfemale80,"Belville Female - Horse Rider, White Shorts, Red Shirt, Light Yellow Hair Ponytail",Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfemale80
356,belvfemale16a,"Belville Female - Horse Rider, White Shorts, Red Shirt, Light Yellow Hair, Helmet",Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfemale16a
357,belvfemale28a,"Belville Female - Josephine, White Top with Laced Green Inset, Fairy Skirt, Headband",Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfemale28a
358,belvfemale44,"Belville Female - Laura - White/Blue Swimsuit with Blue Stripes, Long Light Yellow Hair",Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfemale44
359,belvfemale44a,"Belville Female - Laura - White/Blue Swimsuit with Blue Stripes, Long Light Yellow Hair, Life Jacket",Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfemale44a
360,belvfemale55,"Belville Female - Light Green Swimsuit with Seashell Pattern, Reddish Brown Hair",Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfemale55
361,belvfemale55a,"Belville Female - Light Green Swimsuit with Seashell Pattern, Reddish Brown Hair - WITH Fishtail",Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfemale55a
362,belvfemale38,"Belville Female - Light Violet Shorts, Dark Pink Shirt with String Bow, Light Yellow Hair",Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfemale38
363,belvfemale51,"Belville Female - Light Violet Shorts, Medium Green Shirt, Light Yellow Hair",Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfemale51
364,belvfemale51a,"Belville Female - Light Violet Shorts, Medium Green Shirt, Light Yellow Hair, Skirt",Belville,https://bricklink.com/v2/catalog/catalogitem.page?M=belvfemale51a
